sessionId,prolificID,timestamp,day,expGroup,attempt,success
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:55:00.820,1,2,"food2,food3,food3",0.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:01.443,1,3,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:00.918,1,3,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:55:04.336,1,2,"food3,food3,food3",0.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:06.947,1,2,"food1,food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:09.478,1,3,"food1,food1",1.0
873sw96oc0flhuqv9kgk,5a96a0916219a30001d31fbb,2022-01-12 10:55:08.914,1,2,"food1,food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:10.221,1,2,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:09.334,1,3,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:55:13.129,1,2,food3,0.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:13.849,1,2,"food1,food1,food1",1.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:14.001,1,4,"food1,food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:14.096,1,3,"food1,food1,food2",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:13.523,1,3,"food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:55:14.724,1,2,"food3,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:15.849,1,4,"food1,food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:16.621,1,2,"food1,food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:17.718,1,3,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:16.998,1,3,"food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:19.148,1,2,"food1,food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:19.946,1,3,"food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:55:19.650,1,2,"food3,food3,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:20.361,1,4,"food1,food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:21.987,1,2,"food3,food3,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:22.717,1,4,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:55:22.918,1,2,food2,0.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:23.555,1,3,"food2,food2",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:26.220,1,2,"food3,food3,food3",0.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:55:26.732,1,1,"food1,food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:27.425,1,3,"food1,food1",1.0
873sw96oc0flhuqv9kgk,5a96a0916219a30001d31fbb,2022-01-12 10:55:27.298,1,2,food3,0.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:30.364,1,2,"food3,food3,food1",0.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:30.691,1,3,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:30.929,1,3,"food1,food1",1.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:32.863,1,4,"food1,food1,food1",1.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:34.341,1,4,"food1,food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:34.124,1,3,"food2,food2",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:33.232,1,3,"food1,food1",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:55:35.026,1,1,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:35.654,1,3,"food1,food1",1.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:55:37.315,1,3,"food3,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:38.925,1,4,"food3,food3,food3",0.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:38.428,1,4,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:38.114,1,3,"food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:42.324,1,3,"food2,food2",1.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:43.545,1,4,"food1,food1",1.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:44.961,1,4,"food3,food3,food3",0.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:44.699,1,3,"food2,food2",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:55:45.816,1,1,"food1,food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:46.556,1,2,"food1,food3,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:47.189,1,4,"food3,food3",0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:55:46.969,1,4,"food1,food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:49.057,1,3,"food3,food1",1.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:51.149,1,4,"food1,food1",1.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:50.579,1,4,"food1,food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:52.491,1,2,food3,0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:55:52.103,1,4,"food1,food1,food1",1.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:53.231,1,4,"food1,food1",1.0
u7cl28jtjhsh3klpyaoo,5d9a125f1714540016a40a27,2022-01-12 10:55:52.702,1,3,"food3,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:54.490,1,2,"food3,food3,food3",0.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:54.029,1,4,"food1,food1,food1",1.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:55.413,1,4,food1,0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:55:55.902,1,4,"food1,food1,food3",0.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:55:56.688,1,2,"food1,food1",1.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:55:57.725,1,4,"food1,food2",0.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:57.297,1,4,"food1,food1",1.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:58.517,1,4,"food1,food1",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:55:59.144,1,1,"food3,food3,food1",0.0
b8sjg2rsm4ar12hm9zis,5fd0a63b103d5013ce072a93,2022-01-12 10:55:59.646,1,4,"food1,food1",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:56:01.031,1,2,"food3,food3,food3",0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:00.593,1,4,"food1,food3,food1",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:56:02.329,1,4,"food2,food2",1.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:56:02.550,1,2,food3,0.0
x9aen5ccca0gr6qqadlp,5887951f5b971900013a03c0,2022-01-12 10:56:03.585,1,3,"food3,food3,food3",0.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:56:04.203,1,2,food3,0.0
9gmdrx2d2zgevg9ndu9s,604dcac5272f4771c6fbec10,2022-01-12 10:56:04.132,2,3,"food1,food1,food1",1.0
9gmdrx2d2zgevg9ndu9s,604dcac5272f4771c6fbec10,2022-01-12 10:56:05.322,2,3,"food3,food3,food3",0.0
o6mr6lgbhvtz8ri628w7,5f41211aecc86b08e8912a4d,2022-01-12 10:56:06.922,1,2,food3,0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:09.356,1,4,"food1,food3,food1",0.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:56:09.528,1,1,"food3,food1,food1",0.0
9gmdrx2d2zgevg9ndu9s,604dcac5272f4771c6fbec10,2022-01-12 10:56:11.886,2,3,"food3,food3,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:56:15.396,1,4,"food3,food3",0.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:56:15.657,1,2,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:15.937,1,3,"food1,food1",1.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:17.840,1,4,"food1,food1,food3",0.0
bg96v2s44ybhffad4lzi,565bc6b5c121fe0012fc37d5,2022-01-12 10:56:18.585,1,4,"food3,food1",0.0
9gmdrx2d2zgevg9ndu9s,604dcac5272f4771c6fbec10,2022-01-12 10:56:18.541,2,3,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:18.347,1,3,"food1,food1,food1",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:56:20.722,1,1,"food1,food1,food3",0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:22.094,1,4,"food3,food1,food1",0.0
9gmdrx2d2zgevg9ndu9s,604dcac5272f4771c6fbec10,2022-01-12 10:56:22.370,2,3,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:21.538,1,3,"food1,food1,food1",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:56:25.306,1,1,"food1,food1,food1",1.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:25.542,1,4,"food3,food1,food1",0.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:56:25.480,1,2,"food1,food1,food1",1.0
9gmdrx2d2zgevg9ndu9s,604dcac5272f4771c6fbec10,2022-01-12 10:56:27.214,2,3,"food1,food1,food1",1.0
366vh6evbjuwvbbd7r4d,5decb11b9b8f2437f63f1d8b,2022-01-12 10:56:27.928,1,3,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:27.268,1,3,"food1,food1,food1",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:56:29.240,1,1,"food3,food3,food3",0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:30.344,1,4,"food3,food1,food1",0.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:29.954,1,3,"food1,food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:32.267,1,3,"food1,food1,food1",1.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:33.480,1,4,"food3,food1,food1",0.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:56:33.568,1,2,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:32.064,1,3,"food1,food1",1.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:36.526,1,4,"food3,food1,food1",0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:36.979,1,3,"food1,food1,food3",0.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:56:37.046,1,1,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:36.054,1,3,"food2,food2",1.0
drkbcsbd8pzoozqax7ul,5e945bd5f0329801e7cebca0,2022-01-12 10:56:40.154,1,1,"food3,food3,food3",0.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:38.894,1,3,"food1,food1",1.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:56:41.812,1,4,"food3,food1,food1",0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:41.990,1,3,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:40.581,1,3,"food1,food1",1.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:56:43.184,1,2,"food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:44.555,1,3,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:56:44.201,1,3,"food2,food2",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:56:47.878,1,1,food1,0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:49.404,1,3,"food3,food3,food3",0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:51.833,1,3,"food3,food3",0.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:56:52.168,1,2,"food1,food2,food3",0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:54.356,1,3,"food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:56:55.711,1,4,food1,0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:56.424,1,3,"food3,food2",0.0
punl2bceb44u3cacxi92,5424a0d1fdf99b691fb384e5,2022-01-12 10:56:57.252,1,1,"food1,food1,food1",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:56:56.084,1,1,"food1,food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:56:58.669,1,3,"food3,food3,food2",0.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:13.034,1,1,"food1,food1",1.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:57:01.200,1,2,"food3,food3,food3",0.0
b2ly19brb6evpiac9jn1,5f5f85284601e905c3b2cc42,2022-01-12 10:57:01.503,1,4,"food3,food1,food1",0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:03.433,1,3,"food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:04.366,1,4,"food1,food1,food1",1.0
366vh6evbjuwvbbd7r4d,5decb11b9b8f2437f63f1d8b,2022-01-12 10:57:04.487,1,3,"food3,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:57:03.540,1,3,"food3,food3",0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:05.339,1,3,"food2,food2",1.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:19.723,1,1,"food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:08.093,1,3,"food1,food1",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:57:07.790,1,1,"food1,food1,food1",1.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:21.189,1,1,"food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:09.614,1,3,"food1,food1",1.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:57:09.777,1,2,"food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:10.065,1,4,"food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:57:09.001,1,3,"food3,food3",0.0
m1es4aki89o1irxa0eld,5d373fe30a39ba0017b61dfd,2022-01-12 10:57:10.806,1,4,"food1,food1,food1",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:57:10.507,1,1,"food1,food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:11.209,1,3,"food1,food1",1.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:24.438,1,1,"food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:11.724,2,2,"food1,food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:12.534,1,4,food2,0.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:12.720,1,3,"food2,food2",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:13.162,2,2,"food1,food1,food1",1.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:57:13.633,1,2,"food2,food2",1.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:26.481,1,1,"food1,food1",1.0
m1es4aki89o1irxa0eld,5d373fe30a39ba0017b61dfd,2022-01-12 10:57:14.395,1,4,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:14.577,2,2,"food1,food1,food1",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:57:14.075,1,1,"food3,food3",0.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:57:13.069,1,3,"food3,food3,food3",0.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:15.571,1,4,"food1,food1",1.0
t9czd5sldclfi6massor,5fa85a35ded6106d217ce895,2022-01-12 10:57:16.088,1,3,"food3,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:16.267,2,2,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:17.617,2,2,"food1,food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:17.829,1,4,"food2,food2",1.0
punl2bceb44u3cacxi92,5424a0d1fdf99b691fb384e5,2022-01-12 10:57:19.271,1,1,"food1,food1,food1",1.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:57:18.649,1,2,"food1,food1",1.0
os8yfbkf8f6oqiqbm91,60ba1f1fd9f2b2eb0633c28e,2022-01-12 10:57:20.369,1,4,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:19.606,2,2,"food1,food1,food1",1.0
m1es4aki89o1irxa0eld,5d373fe30a39ba0017b61dfd,2022-01-12 10:57:19.866,1,4,"food1,food1,food1",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:57:20.500,1,1,"food3,food1,food1",0.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:22.390,2,2,"food1,food1,food1",1.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:57:21.062,1,3,food3,0.0
punl2bceb44u3cacxi92,5424a0d1fdf99b691fb384e5,2022-01-12 10:57:23.501,1,1,"food1,food1,food1",1.0
26aajk6kmc1vqt28hg0z,5f90732aca2542124238ff43,2022-01-12 10:56:30.082,1,1,"food1,food1,food1",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:57:23.410,1,1,"food1,food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:24.342,1,4,"food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:24.471,2,2,"food1,food1,food1",1.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:37.597,1,1,"food1,food1",1.0
b6rat4l6hb2uxabh8ocf,60a3d2a71edafcb728eeac55,2022-01-12 10:57:24.856,1,2,"food1,food1",1.0
nqjiukzf5n7mu0kvhl51,5f2819bd40006109e1dc53d2,2022-01-12 10:57:27.369,1,4,food1,0.0
q07dgx6f21t5rlnxby3l,5e822ccfc265ae069fc9a7cf,2022-01-12 10:57:24.310,1,3,"food3,food3",0.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:25.905,2,2,"food1,food1,food1",1.0
punl2bceb44u3cacxi92,5424a0d1fdf99b691fb384e5,2022-01-12 10:57:26.935,1,1,"food3,food3,food3",0.0
m1es4aki89o1irxa0eld,5d373fe30a39ba0017b61dfd,2022-01-12 10:57:26.246,1,4,"food1,food1,food1",1.0
os8yfbkf8f6oqiqbm91,60ba1f1fd9f2b2eb0633c28e,2022-01-12 10:57:27.750,1,4,"food1,food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:26.951,1,4,"food1,food1",1.0
k83tdsgt9yz8akyymyyk,5e3ae9c9d61d872fa5bcd580,2022-01-12 10:57:40.055,1,1,"food2,food2",1.0
u4z0v16ikz7ykvuotas4,5e38a7148a444d0c9ac32a89,2022-01-12 10:57:27.077,1,1,"food3,food3,food3",0.0
os8yfbkf8f6oqiqbm91,60ba1f1fd9f2b2eb0633c28e,2022-01-12 10:57:29.932,1,4,"food1,food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:28.990,1,4,"food1,food1",1.0
m1es4aki89o1irxa0eld,5d373fe30a39ba0017b61dfd,2022-01-12 10:57:29.071,1,4,"food1,food1,food1",1.0
au3nzp6b812wt0w32fos,55c33cbafdf99b2358302726,2022-01-12 10:57:29.340,2,2,"food2,food1,food1",0.0
26aajk6kmc1vqt28hg0z,5f90732aca2542124238ff43,2022-01-12 10:56:37.066,1,1,"food1,food1,food1",1.0
10huyjw7gl6fnrf088oh,5fd105c4556d2e01e3f0125f,2022-01-12 10:57:30.664,1,4,"food2,food2",1.0
punl2bceb44u3cacxi92,5424a0d1fdf99b691fb384e5,2022-01-12 10:57:31.976,1,1,"food3,food3,food3",0.0
