sessionId,prolificID,timestamp,expGroup,day,level,playerX,playerY,enemies_Hit
9gmdrx2d2zgevg9ndu9s,,2022-01-12 10:59:07.653,3,3,3.0,360.0,240.0,4.0
9gmdrx2d2zgevg9ndu9s,,2022-01-12 10:59:07.833,3,3,3.0,393.0,240.0,3.0
9gmdrx2d2zgevg9ndu9s,,2022-01-12 10:59:09.894,3,3,3.0,336.0,196.0,4.0
9gmdrx2d2zgevg9ndu9s,,2022-01-12 10:59:10.040,3,3,3.0,336.0,220.0,3.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:13.218,1,2,1.0,796.0,1339.0,0.0
yelfrbgdgr6x87ea0wzh,,2022-01-12 10:59:15.888,3,2,1.0,1262.0,220.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:23.641,1,2,1.0,681.0,2169.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:24.094,4,2,1.0,1540.0,1099.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:24.427,4,2,1.0,1540.0,1171.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:24.628,4,2,1.0,1540.0,1204.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:24.819,4,2,1.0,1540.0,1219.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:25.086,4,2,1.0,1540.0,1233.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:25.270,1,2,1.0,681.0,2207.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:25.511,1,2,1.0,681.0,2207.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:25.989,4,2,1.0,1502.0,1238.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 10:59:31.565,4,2,1.0,2731.0,2904.0,0.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 10:59:36.134,3,2,1.0,2572.0,1295.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:41.743,1,2,1.0,1689.0,2856.0,2.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:41.935,1,2,1.0,1689.0,2856.0,2.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:42.113,1,2,1.0,1689.0,2856.0,2.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:42.266,1,2,1.0,1689.0,2856.0,2.0
bg96v2s44ybhffad4lzi,,2022-01-12 10:59:43.086,4,2,1.0,2395.0,1886.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:42.446,1,2,1.0,1689.0,2856.0,2.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:42.588,1,2,1.0,1689.0,2856.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:42.772,1,2,1.0,1689.0,2856.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:42.929,1,2,1.0,1689.0,2856.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 10:59:43.704,4,2,1.0,2385.0,2039.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:43.115,1,2,1.0,1689.0,2856.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 10:59:43.720,1,2,1.0,1689.0,2856.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:46.076,4,2,1.0,2817.0,1113.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:46.388,4,2,1.0,2817.0,1113.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:46.592,4,2,1.0,2817.0,1113.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:46.760,4,2,1.0,2817.0,1113.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 10:59:46.928,4,2,1.0,2817.0,1147.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 10:59:48.047,4,2,1.0,979.0,460.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 10:59:47.891,1,2,1.0,964.0,734.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 10:59:49.678,4,2,1.0,1031.0,542.0,1.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 10:59:55.658,2,2,1.0,2572.0,2952.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:01.065,4,2,1.0,3504.0,302.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:01.271,4,2,1.0,3518.0,302.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:01.575,4,2,1.0,3547.0,302.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:01.723,4,2,1.0,3556.0,302.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:01.929,4,2,1.0,3556.0,302.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:02.112,4,2,1.0,3556.0,316.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:02.313,4,2,1.0,3556.0,355.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:02.517,4,2,1.0,3556.0,355.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:02.579,1,2,1.0,3168.0,2956.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:02.958,1,2,1.0,3168.0,2956.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:03.137,1,2,1.0,3168.0,2956.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:03.313,1,2,1.0,3168.0,2956.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:03.478,1,2,1.0,3168.0,2956.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:05.257,4,2,1.0,1190.0,907.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:06.072,4,2,1.0,1180.0,926.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:06.673,4,2,1.0,1147.0,935.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:07.779,4,2,1.0,1161.0,950.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:07.243,1,2,1.0,1060.0,1497.0,0.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:07.516,1,2,1.0,1060.0,1511.0,0.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:10.834,1,2,1.0,1228.0,1535.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:11.480,4,2,1.0,1007.0,1108.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:11.019,1,2,1.0,1233.0,1545.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:12.106,4,2,1.0,940.0,1113.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:12.719,4,2,1.0,887.0,1127.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:13.503,4,2,1.0,897.0,1094.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:14.438,4,2,1.0,839.0,1147.0,1.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:00:15.037,3,2,1.0,3225.0,3369.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:25.962,1,2,1.0,2361.0,2937.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:26.292,1,2,1.0,2361.0,2937.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:26.483,1,2,1.0,2361.0,2937.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:26.567,4,2,1.0,3004.0,1655.0,0.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:26.634,1,2,1.0,2361.0,2937.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:26.171,1,2,1.0,983.0,1972.0,1.0
drkbcsbd8pzoozqax7ul,,2022-01-12 11:00:26.809,1,2,1.0,2361.0,2937.0,0.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:26.370,1,2,1.0,979.0,1963.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:27.015,4,2,1.0,3004.0,1655.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:27.302,4,2,1.0,1022.0,1732.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:27.204,4,2,1.0,3004.0,1655.0,1.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:27.408,4,2,1.0,2995.0,1655.0,0.0
b8sjg2rsm4ar12hm9zis,,2022-01-12 11:00:27.589,4,2,1.0,2956.0,1655.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:00:27.751,4,2,1.0,1022.0,1785.0,1.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:36.679,4,2,1.0,1583.0,3297.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:36.839,4,2,1.0,1583.0,3283.0,3.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:36.988,4,2,1.0,1583.0,3240.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:37.126,4,2,1.0,1593.0,3211.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:37.727,4,2,1.0,1631.0,3172.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:38.507,4,2,1.0,1487.0,3259.0,4.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:38.959,4,2,1.0,1511.0,3364.0,1.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:39.273,4,2,1.0,1583.0,3384.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:42.417,4,2,1.0,1612.0,3086.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:42.549,4,2,1.0,1612.0,3096.0,2.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:42.743,4,2,1.0,1612.0,3086.0,2.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:42.879,4,2,1.0,1612.0,3067.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:43.009,4,2,1.0,1612.0,3067.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:43.475,4,2,1.0,1555.0,3105.0,1.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:43.640,4,2,1.0,1511.0,3105.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:43.975,4,2,1.0,1545.0,3153.0,1.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:44.161,4,2,1.0,1545.0,3153.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:46.920,4,2,1.0,1819.0,3230.0,2.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:47.059,4,2,1.0,1819.0,3230.0,2.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:47.217,4,2,1.0,1819.0,3230.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:00:47.336,4,2,1.0,1819.0,3230.0,0.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:51.470,1,2,1.0,1295.0,825.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:51.620,1,2,1.0,1286.0,825.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:00:51.852,1,2,1.0,1267.0,825.0,0.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:14.360,1,2,1.0,868.0,887.0,0.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:03.665,1,2,1.0,422.0,518.0,1.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:03.762,1,2,1.0,422.0,518.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:18.131,1,2,1.0,1132.0,993.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:18.741,1,2,1.0,1204.0,993.0,1.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:09.371,1,2,1.0,974.0,283.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:22.705,1,2,1.0,1065.0,1291.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:22.958,1,2,1.0,998.0,1291.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:01:10.502,4,2,1.0,2563.0,1123.0,2.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:11.317,1,2,1.0,945.0,283.0,1.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:11.420,1,2,1.0,945.0,283.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:01:10.876,4,2,1.0,2505.0,1123.0,2.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:01:11.356,4,2,1.0,2486.0,1123.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:01:11.118,1,2,1.0,307.0,240.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:01:11.748,4,2,1.0,2520.0,1094.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:01:11.851,1,2,1.0,273.0,206.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:01:13.286,1,2,1.0,268.0,134.0,1.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 11:01:15.325,2,3,3.0,76.0,292.0,7.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:01:14.223,1,2,1.0,201.0,134.0,0.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 11:01:16.248,2,3,3.0,28.0,384.0,8.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 11:01:17.162,2,3,3.0,28.0,513.0,8.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 11:01:18.080,2,3,3.0,0.0,609.0,10.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 11:01:19.107,2,3,3.0,0.0,767.0,12.0
o6mr6lgbhvtz8ri628w7,,2022-01-12 11:01:19.975,2,3,3.0,0.0,897.0,10.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:33.468,1,2,1.0,1535.0,2337.0,0.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:33.951,1,2,1.0,1449.0,2337.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:34.401,1,2,1.0,1348.0,2337.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:34.817,1,2,1.0,1252.0,2337.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:35.150,1,2,1.0,1247.0,2337.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:35.849,1,2,1.0,1324.0,2448.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:36.162,1,2,1.0,1324.0,2472.0,1.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:30.507,1,2,1.0,614.0,1075.0,0.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:46.449,1,2,1.0,1670.0,1555.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:01:46.681,1,2,1.0,1732.0,1555.0,1.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:01:41.786,4,3,4.0,76.0,292.0,3.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:41.969,1,2,1.0,168.0,686.0,1.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:42.138,1,2,1.0,168.0,686.0,1.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:42.287,1,2,1.0,168.0,686.0,0.0
punl2bceb44u3cacxi92,,2022-01-12 11:01:42.422,1,2,1.0,168.0,686.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:01:48.440,4,3,4.0,144.0,619.0,15.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:01:48.875,4,3,4.0,144.0,710.0,16.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:01:51.632,2,2,1.0,1343.0,715.0,0.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:01:54.657,4,2,1.0,364.0,182.0,0.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:01:55.415,2,2,1.0,1559.0,643.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:01:56.700,4,3,4.0,705.0,206.0,14.0
x9aen5ccca0gr6qqadlp,,2022-01-12 11:01:58.577,3,3,4.0,412.0,4.0,7.0
nfrh1ldjda4no41012sp,,2022-01-12 11:02:00.757,4,2,1.0,0.0,0.0,0.0
qqa2rcije5jpbm480czg,,2022-01-12 11:02:02.120,4,2,1.0,1147.0,1017.0,0.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:02:03.066,4,3,4.0,345.0,456.0,13.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:02:05.185,4,3,4.0,417.0,652.0,7.0
x9aen5ccca0gr6qqadlp,,2022-01-12 11:02:05.850,3,3,4.0,57.0,441.0,7.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:02:05.417,1,3,1.0,62.0,47.0,1.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:02:06.190,1,3,1.0,62.0,71.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:08.098,4,3,2.0,76.0,0.0,1.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:16.640,1,2,1.0,1979.0,1771.0,1.0
orwypm1psedxcafmr2vg,,2022-01-12 11:02:09.923,1,2,1.0,2923.0,1449.0,0.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:02:09.688,1,3,3.0,206.0,139.0,7.0
u4z0v16ikz7ykvuotas4,,2022-01-12 11:02:09.870,1,3,3.0,206.0,139.0,7.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:18.004,1,2,1.0,1979.0,1833.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:12.307,4,3,2.0,278.0,0.0,2.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:19.274,1,2,1.0,1917.0,1862.0,0.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:13.561,4,3,3.0,384.0,0.0,3.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:20.276,1,2,1.0,1917.0,1833.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:14.275,4,3,3.0,460.0,0.0,3.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:21.182,1,2,1.0,1917.0,1828.0,1.0
x9aen5ccca0gr6qqadlp,,2022-01-12 11:02:15.265,3,3,4.0,86.0,196.0,17.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:22.083,1,2,1.0,1917.0,1847.0,1.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:02:16.735,4,3,2.0,249.0,1670.0,3.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:17.075,4,3,4.0,695.0,0.0,10.0
bg96v2s44ybhffad4lzi,,2022-01-12 11:02:18.930,4,3,4.0,518.0,1655.0,12.0
2wqs6q1bv7awvtqorqhh,,2022-01-12 11:02:19.462,2,2,1.0,2121.0,2808.0,1.0
2wqs6q1bv7awvtqorqhh,,2022-01-12 11:02:20.299,2,2,1.0,2294.0,2808.0,1.0
x9aen5ccca0gr6qqadlp,,2022-01-12 11:02:20.958,3,3,4.0,590.0,192.0,14.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:02:23.714,4,2,1.0,1310.0,1161.0,1.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:02:24.474,4,2,1.0,1310.0,1161.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:02:36.983,1,2,1.0,1511.0,3542.0,1.0
k83tdsgt9yz8akyymyyk,,2022-01-12 11:02:37.280,1,2,1.0,1511.0,3542.0,1.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:27.805,4,3,4.0,734.0,172.0,16.0
1zvz9ztmmrzj4nw5lym1,,2022-01-12 11:02:30.235,4,2,1.0,451.0,62.0,1.0
1zvz9ztmmrzj4nw5lym1,,2022-01-12 11:02:31.001,4,2,1.0,451.0,62.0,1.0
1zvz9ztmmrzj4nw5lym1,,2022-01-12 11:02:31.162,4,2,1.0,451.0,62.0,1.0
1zvz9ztmmrzj4nw5lym1,,2022-01-12 11:02:31.572,4,2,1.0,451.0,62.0,0.0
1zvz9ztmmrzj4nw5lym1,,2022-01-12 11:02:32.863,4,2,1.0,451.0,62.0,0.0
x9aen5ccca0gr6qqadlp,,2022-01-12 11:02:35.812,3,3,4.0,379.0,993.0,8.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:41.479,2,2,1.0,2865.0,1939.0,1.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:42.121,2,2,1.0,2841.0,1967.0,2.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:02:41.976,3,3,4.0,62.0,0.0,9.0
10huyjw7gl6fnrf088oh,,2022-01-12 11:02:44.697,4,3,4.0,1089.0,220.0,18.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:45.907,2,2,1.0,2630.0,2217.0,1.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:53.271,1,3,3.0,67.0,0.0,2.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:53.959,1,3,3.0,119.0,33.0,2.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:02:46.961,3,3,4.0,278.0,0.0,7.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:54.589,1,3,3.0,119.0,110.0,5.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:54.825,1,3,3.0,119.0,134.0,6.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:54.985,1,3,3.0,119.0,148.0,6.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:55.167,1,3,3.0,119.0,168.0,4.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:48.794,2,2,1.0,2726.0,2179.0,1.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:49.240,2,2,1.0,2769.0,2179.0,1.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:55.805,1,3,3.0,119.0,249.0,4.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:01:56.120,1,3,3.0,119.0,283.0,1.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:02:52.509,3,3,4.0,249.0,302.0,8.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:00.942,1,3,3.0,139.0,201.0,2.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:55.125,2,2,1.0,2937.0,2030.0,2.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:01.922,1,3,3.0,52.0,254.0,2.0
gf9xe6asz1w70k2rlrhu,,2022-01-12 11:02:55.776,2,2,1.0,2899.0,2035.0,2.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:02.936,1,3,3.0,9.0,360.0,4.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:03.639,1,3,3.0,9.0,465.0,5.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:02:56.396,3,3,4.0,499.0,302.0,12.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:04.615,1,3,3.0,9.0,614.0,9.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:02:57.334,3,3,4.0,499.0,302.0,15.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:03:01.671,4,2,1.0,1646.0,2188.0,0.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:03:02.691,4,2,1.0,1713.0,2188.0,0.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:03:03.996,4,2,1.0,1804.0,2188.0,1.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:12.430,1,3,1.0,758.0,671.0,6.0
26aajk6kmc1vqt28hg0z,,2022-01-12 11:02:13.156,1,3,1.0,758.0,691.0,12.0
q07dgx6f21t5rlnxby3l,,2022-01-12 11:03:05.362,3,3,3.0,0.0,292.0,5.0
q07dgx6f21t5rlnxby3l,,2022-01-12 11:03:06.208,3,3,3.0,0.0,292.0,5.0
q07dgx6f21t5rlnxby3l,,2022-01-12 11:03:06.351,3,3,3.0,0.0,292.0,5.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:03:10.778,4,2,1.0,2284.0,2188.0,1.0
t0wadmm76gur5fu57vdr,,2022-01-12 11:03:09.594,3,2,1.0,2270.0,1545.0,0.0
os8yfbkf8f6oqiqbm91,,2022-01-12 11:03:11.436,4,2,1.0,2332.0,2188.0,1.0
u7cl28jtjhsh3klpyaoo,,2022-01-12 11:03:16.443,3,3,4.0,743.0,1867.0,21.0
4zuhvxy96e5eu8ynkvm6,,2022-01-12 11:03:18.951,2,2,1.0,2548.0,1569.0,1.0
